,Date,Close
3744,2014-09-19,100.96
3743,2014-09-18,101.79
3742,2014-09-17,101.58
3741,2014-09-16,100.86
3740,2014-09-15,101.63
3739,2014-09-12,101.66
3738,2014-09-11,101.43
3737,2014-09-10,101.0
3736,2014-09-09,97.99
3735,2014-09-08,98.36
3734,2014-09-05,98.97
3733,2014-09-04,98.12
3732,2014-09-03,98.94
3731,2014-09-02,103.3
3730,2014-08-29,102.5
3729,2014-08-28,102.25
3728,2014-08-27,102.13
3727,2014-08-26,100.889
3726,2014-08-25,101.54
3725,2014-08-22,101.32
3724,2014-08-21,100.58
3723,2014-08-20,100.57
3722,2014-08-19,100.53
3721,2014-08-18,99.16
3720,2014-08-15,97.98
3719,2014-08-14,97.5
3718,2014-08-13,97.24
3717,2014-08-12,95.97
3716,2014-08-11,95.99
3715,2014-08-08,94.74
3714,2014-08-07,94.48
3713,2014-08-06,94.96
3712,2014-08-05,95.12
3711,2014-08-04,95.59
3710,2014-08-01,96.13
3709,2014-07-31,95.6
3708,2014-07-30,98.15
3707,2014-07-29,98.38
3706,2014-07-28,99.02
3705,2014-07-25,97.671
3704,2014-07-24,97.03
3703,2014-07-23,97.19
3702,2014-07-22,94.72
3701,2014-07-21,93.939
3700,2014-07-18,94.43
3699,2014-07-17,93.0899
3698,2014-07-16,94.78
3697,2014-07-15,95.32
3696,2014-07-14,96.45
3695,2014-07-11,95.22
3694,2014-07-10,95.035
3693,2014-07-09,95.39
3692,2014-07-08,95.35
3691,2014-07-07,95.968
3690,2014-07-03,94.03
3689,2014-07-02,93.48
3688,2014-07-01,93.52
3687,2014-06-30,92.93
3686,2014-06-27,91.98
3685,2014-06-26,90.9
3684,2014-06-25,90.36
3683,2014-06-24,90.28
3682,2014-06-23,90.83
3681,2014-06-20,90.91
3680,2014-06-19,91.86
3679,2014-06-18,92.18
3678,2014-06-17,92.08
3677,2014-06-16,92.2
3676,2014-06-13,91.28
3675,2014-06-12,92.29
3674,2014-06-11,93.86
3673,2014-06-10,94.25
3672,2014-06-09,93.7
3671,2014-06-06,645.57
3670,2014-06-05,647.35
3669,2014-06-04,644.82
3668,2014-06-03,637.54
3667,2014-06-02,628.65
3666,2014-05-30,633.0
3665,2014-05-29,635.38
3664,2014-05-28,624.01
3663,2014-05-27,625.63
3662,2014-05-23,614.13
3661,2014-05-22,607.27
3660,2014-05-21,606.31
3659,2014-05-20,604.71
3658,2014-05-19,604.59
3657,2014-05-16,597.51
3656,2014-05-15,588.82
3655,2014-05-14,593.87
3654,2014-05-13,593.76
3653,2014-05-12,592.83
3652,2014-05-09,585.5425
3651,2014-05-08,587.99
3650,2014-05-07,592.33
3649,2014-05-06,594.41
3648,2014-05-05,600.96
3647,2014-05-02,592.58
3646,2014-05-01,591.48
3645,2014-04-30,590.09
3644,2014-04-29,592.33
3643,2014-04-28,594.09
3642,2014-04-25,571.94
3641,2014-04-24,567.77
3640,2014-04-23,524.75
3639,2014-04-22,531.699
3638,2014-04-21,531.17
3637,2014-04-17,524.94
3636,2014-04-16,519.01
3635,2014-04-15,517.9599
3634,2014-04-14,521.68
3633,2014-04-11,519.61
3632,2014-04-10,523.48
3631,2014-04-09,530.32
3630,2014-04-08,523.44
3629,2014-04-07,523.47
3628,2014-04-04,531.82
3627,2014-04-03,538.79
3626,2014-04-02,542.55
3625,2014-04-01,541.65
3624,2014-03-31,536.74
3623,2014-03-28,536.86
3622,2014-03-27,537.46
3621,2014-03-26,539.78
3620,2014-03-25,544.99
3619,2014-03-24,539.19
3618,2014-03-21,532.87
3617,2014-03-20,528.7
3616,2014-03-19,531.26
3615,2014-03-18,531.4
3614,2014-03-17,526.74
3613,2014-03-14,524.69
3612,2014-03-13,530.65
3611,2014-03-12,536.61
3610,2014-03-11,536.09
3609,2014-03-10,530.92
3608,2014-03-07,530.44
3607,2014-03-06,530.75
3606,2014-03-05,532.36
3605,2014-03-04,531.24
3604,2014-03-03,527.76
3603,2014-02-28,526.24
3602,2014-02-27,527.67
3601,2014-02-26,517.35
3600,2014-02-25,522.06
3599,2014-02-24,527.55
3598,2014-02-21,525.25
3597,2014-02-20,531.15
3596,2014-02-19,537.37
3595,2014-02-18,545.99
3594,2014-02-14,543.99
3593,2014-02-13,544.43
3592,2014-02-12,535.92
3591,2014-02-11,535.96
3590,2014-02-10,528.99
3589,2014-02-07,519.68
3588,2014-02-06,512.51
3587,2014-02-05,512.59
3586,2014-02-04,508.79
3585,2014-02-03,501.53
3584,2014-01-31,500.6
3583,2014-01-30,499.782
3582,2014-01-29,500.75
3581,2014-01-28,506.5
3580,2014-01-27,550.5
3579,2014-01-24,546.07
3578,2014-01-23,556.18
3577,2014-01-22,551.51
3576,2014-01-21,549.07
3575,2014-01-17,540.67
3574,2014-01-16,554.25
3573,2014-01-15,557.36
3572,2014-01-14,546.39
3571,2014-01-13,535.73
3570,2014-01-10,532.94
3569,2014-01-09,536.519
3568,2014-01-08,543.46
3567,2014-01-07,540.0375
3566,2014-01-06,543.93
3565,2014-01-03,540.98
3564,2014-01-02,553.13
3563,2013-12-31,561.02
3562,2013-12-30,554.52
3561,2013-12-27,560.09
3560,2013-12-26,563.9
3559,2013-12-24,567.67
3558,2013-12-23,570.09
3557,2013-12-20,549.02
3556,2013-12-19,544.46
3555,2013-12-18,550.77
3554,2013-12-17,554.99
3553,2013-12-16,557.5
3552,2013-12-13,554.43
3551,2013-12-12,560.54
3550,2013-12-11,561.36
3549,2013-12-10,565.55
3548,2013-12-09,566.43
3547,2013-12-06,560.02
3546,2013-12-05,567.901
3545,2013-12-04,565.0
3544,2013-12-03,566.322
3543,2013-12-02,551.23
3542,2013-11-29,556.07
3541,2013-11-27,545.96
3540,2013-11-26,533.4
3539,2013-11-25,523.74
3538,2013-11-22,519.8
